date,participant_gender,participant_type,incident_id,participant_age,participant_age_group,participant_status
2018-01-18,Male,Subject-Suspect,1030448,1,1,1
2018-01-18,Male,Subject-Suspect,1030455,0,0,2
2018-01-18,Male,Subject-Suspect,1030460,0,0,1
2018-01-18,Male,Subject-Suspect,1030464,1,1,1
2018-01-18,Male,Subject-Suspect,1030477,1,1,1
2018-01-18,Male,Subject-Suspect,1030483,1,1,1
2018-01-18,Male,Subject-Suspect,1030486,0,0,1
2018-01-18,Male,Subject-Suspect,1030503,1,1,1
2018-01-18,Male,Subject-Suspect,1030516,1,1,1
2018-01-18,Male,Subject-Suspect,1030522,1,1,1
2018-01-18,Male,Subject-Suspect,1030566,1,1,1
2018-01-18,Male,Subject-Suspect,1030571,1,1,1
2018-01-18,Male,Subject-Suspect,1030607,1,1,1
2018-01-18,Male,Subject-Suspect,1030641,1,1,1
2018-01-18,Male,Subject-Suspect,1030644,1,1,1
2018-01-18,Male,Subject-Suspect,1030672,0,1,1
2018-01-18,Male,Subject-Suspect,1030687,1,1,1
2018-01-18,Male,Subject-Suspect,1030716,1,1,1
2018-01-18,Male,Subject-Suspect,1030750,2,2,2
2018-01-18,Male,Subject-Suspect,1030753,1,1,1
2018-01-18,Male,Subject-Suspect,1030763,2,2,2
2018-01-18,Male,Subject-Suspect,1030784,1,1,1
2018-01-18,Male,Subject-Suspect,1030822,1,1,1
2018-01-18,Male,Subject-Suspect,1030885,1,1,1
2018-01-18,Male,Subject-Suspect,1030901,3,3,3
2018-01-18,Male,Subject-Suspect,1030953,1,1,1
2018-01-18,Male,Subject-Suspect,1031023,1,1,1
2018-01-18,Male,Subject-Suspect,1031025,1,1,1
2018-01-18,Male,Subject-Suspect,1031039,0,0,1
2018-01-18,Male,Subject-Suspect,1031046,1,1,1
2018-01-18,Male,Subject-Suspect,1031052,2,2,2
2018-01-18,Male,Subject-Suspect,1031077,1,1,1
2018-01-18,Male,Subject-Suspect,1031096,1,1,1
2018-01-18,Male,Subject-Suspect,1031116,1,1,1
2018-01-18,Male,Subject-Suspect,1031118,0,1,1
2018-01-18,Male,Subject-Suspect,1031139,2,2,2
2018-01-18,Male,Subject-Suspect,1031142,1,1,1
2018-01-18,Male,Subject-Suspect,1031197,0,3,3
2018-01-18,Male,Subject-Suspect,1031212,1,1,1
2018-01-18,Male,Subject-Suspect,1031233,1,1,1
2018-01-18,Male,Subject-Suspect,1031248,1,1,1
2018-01-18,Male,Subject-Suspect,1031263,1,1,1
2018-01-18,Male,Subject-Suspect,1031305,1,1,1
2018-01-18,Male,Subject-Suspect,1031425,0,0,3
2018-01-18,Male,Subject-Suspect,1031474,0,1,1
2018-01-18,Male,Subject-Suspect,1031477,0,2,2
2018-01-18,Male,Subject-Suspect,1031533,1,1,1
2018-01-18,Male,Subject-Suspect,1032176,1,1,1
2018-01-18,Male,Subject-Suspect,1032244,0,0,3
2018-01-18,Male,Subject-Suspect,1032836,1,1,1
2018-01-18,Male,Subject-Suspect,1034321,1,1,1
2018-01-18,Male,Subject-Suspect,1037216,1,1,1
2018-01-18,Male,Subject-Suspect,1039903,1,1,1
2018-01-18,Male,Subject-Suspect,1042441,1,1,1
2018-01-18,Male,Subject-Suspect,1046421,1,1,1
2018-01-18,Male,Subject-Suspect,1060572,1,1,1
2018-01-18,Male,Victim,1029521,0,1,1
2018-01-18,Male,Victim,1029563,1,1,1
2018-01-18,Male,Victim,1029570,1,3,3
2018-01-18,Male,Victim,1029575,1,1,1
2018-01-18,Male,Victim,1029693,0,0,1
2018-01-18,Male,Victim,1029780,1,1,1
2018-01-18,Male,Victim,1029782,1,1,1
2018-01-18,Male,Victim,1029834,0,0,1
2018-01-18,Male,Victim,1029908,1,2,2
2018-01-18,Male,Victim,1029986,1,1,1
2018-01-18,Male,Victim,1029991,1,1,1
2018-01-18,Male,Victim,1029995,1,1,1
2018-01-18,Male,Victim,1029997,1,1,1
2018-01-18,Male,Victim,1030006,1,1,1
2018-01-18,Male,Victim,1030044,0,1,1
2018-01-18,Male,Victim,1030078,1,1,1
2018-01-18,Male,Victim,1030082,0,1,1
2018-01-18,Male,Victim,1030213,1,1,1
2018-01-18,Male,Victim,1030261,0,1,1
2018-01-18,Male,Victim,1030289,1,1,1
2018-01-18,Male,Victim,1030292,1,1,1
2018-01-18,Male,Victim,1030296,2,2,2
2018-01-18,Male,Victim,1030316,1,1,1
2018-01-18,Male,Victim,1030320,0,1,1
2018-01-18,Male,Victim,1030324,0,0,1
2018-01-18,Male,Victim,1030333,1,1,1
2018-01-18,Male,Victim,1030347,0,3,3
2018-01-18,Male,Victim,1030375,1,1,1
2018-01-18,Male,Victim,1030381,1,1,1
2018-01-18,Male,Victim,1030391,1,1,1
2018-01-18,Male,Victim,1030396,1,1,1
2018-01-18,Male,Victim,1030412,1,1,1
2018-01-18,Male,Victim,1030429,0,0,1
2018-01-18,Male,Victim,1030438,1,1,1
2018-01-18,Male,Victim,1030455,1,1,1
2018-01-18,Male,Victim,1030477,1,1,1
2018-01-18,Male,Victim,1030486,2,2,2
2018-01-18,Male,Victim,1030501,1,1,1
2018-01-18,Male,Victim,1030503,1,1,1
2018-01-18,Male,Victim,1030516,1,1,1
2018-01-18,Male,Victim,1030609,1,1,1
2018-01-18,Male,Victim,1030674,1,1,1
2018-01-18,Male,Victim,1030728,1,1,1
2018-01-18,Male,Victim,1030784,2,2,2
2018-01-18,Male,Victim,1031113,1,1,1
2018-01-18,Male,Victim,1031116,0,1,1
2018-01-18,Male,Victim,1031124,0,1,1
2018-01-18,Male,Victim,1031248,0,0,1
2018-01-18,Male,Victim,1031273,1,1,1
2018-01-18,Male,Victim,1031348,1,1,1
2018-01-18,Male,Victim,1032244,0,0,1
2018-01-18,Male,Victim,1032994,1,1,1
2018-01-18,Male,Victim,1034308,1,1,1
2018-01-18,Male,Victim,1035048,0,1,1
2018-01-18,Male,Victim,1040485,1,1,1
2018-01-18,Male,Victim,1040493,1,1,1
2018-01-18,Male,Victim,1060572,1,1,1
2018-01-19,Female,Subject-Suspect,1031093,0,1,1
2018-01-19,Female,Subject-Suspect,1031420,1,1,1
2018-01-19,Female,Subject-Suspect,1031537,1,1,1
2018-01-19,Female,Subject-Suspect,1031609,1,1,1
2018-01-19,Female,Subject-Suspect,1032114,1,1,1
2018-01-19,Female,Subject-Suspect,1032645,1,1,1
2018-01-19,Female,Subject-Suspect,1033411,1,1,1
2018-01-19,Female,Subject-Suspect,1047579,1,1,1
2018-01-19,Female,Victim,1030545,2,2,2
2018-01-19,Female,Victim,1030584,1,1,1
2018-01-19,Female,Victim,1030742,1,1,1
2018-01-19,Female,Victim,1031036,1,1,1
2018-01-19,Female,Victim,1031065,1,1,1
2018-01-19,Female,Victim,1031259,1,1,1
2018-01-19,Female,Victim,1031391,0,0,1
2018-01-19,Female,Victim,1031494,0,1,1
2018-01-19,Female,Victim,1031958,0,1,1
2018-01-19,Female,Victim,1035277,1,1,1
2018-01-19,Female,Victim,1038892,1,1,1
2018-01-19,Male,Subject-Suspect,1029595,1,1,1
2018-01-19,Male,Subject-Suspect,1030496,1,1,1
2018-01-19,Male,Subject-Suspect,1030498,0,1,1
2018-01-19,Male,Subject-Suspect,1030528,1,1,1
2018-01-19,Male,Subject-Suspect,1030580,1,1,1
2018-01-19,Male,Subject-Suspect,1030587,1,1,1
2018-01-19,Male,Subject-Suspect,1030622,0,2,2
2018-01-19,Male,Subject-Suspect,1030713,1,1,1
2018-01-19,Male,Subject-Suspect,1030718,0,1,1
2018-01-19,Male,Subject-Suspect,1030724,1,3,3
2018-01-19,Male,Subject-Suspect,1030742,1,1,1
2018-01-19,Male,Subject-Suspect,1030800,1,1,1
2018-01-19,Male,Subject-Suspect,1030874,3,3,3
2018-01-19,Male,Subject-Suspect,1030877,1,1,1
2018-01-19,Male,Subject-Suspect,1030923,1,1,1
2018-01-19,Male,Subject-Suspect,1030984,0,1,1
2018-01-19,Male,Subject-Suspect,1031002,0,0,1
2018-01-19,Male,Subject-Suspect,1031014,0,1,1
2018-01-19,Male,Subject-Suspect,1031021,1,1,1
2018-01-19,Male,Subject-Suspect,1031031,1,1,1
2018-01-19,Male,Subject-Suspect,1031036,1,1,1
2018-01-19,Male,Subject-Suspect,1031048,0,1,1
2018-01-19,Male,Subject-Suspect,1031050,1,1,1
2018-01-19,Male,Subject-Suspect,1031065,1,1,1
2018-01-19,Male,Subject-Suspect,1031070,1,1,1
2018-01-19,Male,Subject-Suspect,1031072,1,1,1
2018-01-19,Male,Subject-Suspect,1031075,0,0,1
2018-01-19,Male,Subject-Suspect,1031134,2,2,2
2018-01-19,Male,Subject-Suspect,1031159,1,1,1
2018-01-19,Male,Subject-Suspect,1031204,1,1,1
2018-01-19,Male,Subject-Suspect,1031217,0,0,1
2018-01-19,Male,Subject-Suspect,1031297,1,1,1
2018-01-19,Male,Subject-Suspect,1031308,0,0,1
2018-01-19,Male,Subject-Suspect,1031310,1,1,1
2018-01-19,Male,Subject-Suspect,1031316,2,2,2
2018-01-19,Male,Subject-Suspect,1031328,0,0,1
2018-01-19,Male,Subject-Suspect,1031346,0,1,1
2018-01-19,Male,Subject-Suspect,1031356,2,2,2
2018-01-19,Male,Subject-Suspect,1031361,1,1,1
2018-01-19,Male,Subject-Suspect,1031396,1,1,1
2018-01-19,Male,Subject-Suspect,1031420,1,1,1
2018-01-19,Male,Subject-Suspect,1031494,1,1,1
2018-01-19,Male,Subject-Suspect,1031517,0,0,1
2018-01-19,Male,Subject-Suspect,1031535,1,1,1
2018-01-19,Male,Subject-Suspect,1031574,1,1,1
2018-01-19,Male,Subject-Suspect,1031584,1,1,1
2018-01-19,Male,Subject-Suspect,1031595,2,2,2
2018-01-19,Male,Subject-Suspect,1031598,1,1,1
2018-01-19,Male,Subject-Suspect,1031609,1,1,1
2018-01-19,Male,Subject-Suspect,1031726,0,1,1
2018-01-19,Male,Subject-Suspect,1031732,0,1,1
2018-01-19,Male,Subject-Suspect,1031735,0,1,1
2018-01-19,Male,Subject-Suspect,1031738,0,1,1
2018-01-19,Male,Subject-Suspect,1031742,0,1,1
2018-01-19,Male,Subject-Suspect,1031937,0,2,2
2018-01-19,Male,Subject-Suspect,1032028,1,1,1
2018-01-19,Male,Subject-Suspect,1032114,1,1,1
2018-01-19,Male,Subject-Suspect,1032137,1,1,1
2018-01-19,Male,Subject-Suspect,1032198,0,1,1
2018-01-19,Male,Subject-Suspect,1032473,2,2,2
2018-01-19,Male,Subject-Suspect,1032635,2,2,2
2018-01-19,Male,Subject-Suspect,1032645,1,1,1
2018-01-19,Male,Subject-Suspect,1032671,2,2,2
2018-01-19,Male,Subject-Suspect,1032701,1,1,1
2018-01-19,Male,Subject-Suspect,1032783,1,1,1
2018-01-19,Male,Subject-Suspect,1032820,1,1,1
2018-01-19,Male,Subject-Suspect,1032963,1,1,1
2018-01-19,Male,Subject-Suspect,1033411,2,2,2
2018-01-19,Male,Subject-Suspect,1033768,1,1,1
2018-01-19,Male,Subject-Suspect,1033775,1,1,1
2018-01-19,Male,Subject-Suspect,1033847,1,1,1
2018-01-19,Male,Subject-Suspect,1033920,1,1,1
2018-01-19,Male,Subject-Suspect,1034005,1,1,1
2018-01-19,Male,Subject-Suspect,1034108,1,1,1
2018-01-19,Male,Subject-Suspect,1034491,1,1,1
2018-01-19,Male,Subject-Suspect,1034612,1,1,1
2018-01-19,Male,Subject-Suspect,1034631,1,1,1
2018-01-19,Male,Subject-Suspect,1034886,1,1,1
2018-01-19,Male,Subject-Suspect,1035277,1,1,1
2018-01-19,Male,Subject-Suspect,1035743,1,1,1
2018-01-19,Male,Subject-Suspect,1035977,2,2,2
2018-01-19,Male,Subject-Suspect,1038208,1,2,2
2018-01-19,Male,Subject-Suspect,1038234,0,2,2
2018-01-19,Male,Subject-Suspect,1038892,0,1,1
2018-01-19,Male,Subject-Suspect,1042136,2,2,2
2018-01-19,Male,Subject-Suspect,1053988,0,0,2
2018-01-19,Male,Subject-Suspect,1064855,1,1,1
2018-01-19,Male,Subject-Suspect,1073544,1,1,1
2018-01-19,Male,Subject-Suspect,1080973,1,1,1
2018-01-19,Male,Victim,1029595,2,2,2
2018-01-19,Male,Victim,1030373,1,1,1
2018-01-19,Male,Victim,1030580,2,2,2
2018-01-19,Male,Victim,1030584,1,1,1
2018-01-19,Male,Victim,1030620,1,1,1
2018-01-19,Male,Victim,1030622,0,1,1
2018-01-19,Male,Victim,1030638,1,1,1
2018-01-19,Male,Victim,1030711,1,1,1
2018-01-19,Male,Victim,1030722,1,1,1
2018-01-19,Male,Victim,1030787,1,1,1
2018-01-19,Male,Victim,1030877,1,1,1
2018-01-19,Male,Victim,1030923,1,1,1
2018-01-19,Male,Victim,1030943,0,1,1
2018-01-19,Male,Victim,1030950,0,1,1
2018-01-19,Male,Victim,1030961,1,1,1
2018-01-19,Male,Victim,1030984,1,1,1
2018-01-19,Male,Victim,1031002,0,0,1
2018-01-19,Male,Victim,1031041,0,1,1
2018-01-19,Male,Victim,1031072,0,1,1
2018-01-19,Male,Victim,1031091,1,1,1
2018-01-19,Male,Victim,1031093,0,1,1
2018-01-19,Male,Victim,1031111,0,2,2
2018-01-19,Male,Victim,1031159,1,1,1
2018-01-19,Male,Victim,1031171,1,1,1
2018-01-19,Male,Victim,1031204,1,1,1
2018-01-19,Male,Victim,1031217,1,1,1
2018-01-19,Male,Victim,1031237,1,1,1
2018-01-19,Male,Victim,1031239,2,2,2
2018-01-19,Male,Victim,1031242,1,1,1
2018-01-19,Male,Victim,1031246,1,1,1
2018-01-19,Male,Victim,1031297,2,2,2
2018-01-19,Male,Victim,1031316,1,1,1
2018-01-19,Male,Victim,1031388,0,0,1
2018-01-19,Male,Victim,1031391,1,1,1
2018-01-19,Male,Victim,1031404,1,1,1
2018-01-19,Male,Victim,1031415,1,2,2
2018-01-19,Male,Victim,1031462,0,2,2
2018-01-19,Male,Victim,1031537,1,1,1
2018-01-19,Male,Victim,1031544,1,1,1
2018-01-19,Male,Victim,1031690,0,0,1
2018-01-19,Male,Victim,1032198,0,0,1
2018-01-19,Male,Victim,1032469,0,1,1
2018-01-19,Male,Victim,1032635,0,1,1
2018-01-19,Male,Victim,1032963,0,1,1
2018-01-19,Male,Victim,1033920,0,0,1
2018-01-19,Male,Victim,1034005,1,1,1
2018-01-19,Male,Victim,1034305,1,1,1
2018-01-19,Male,Victim,1035277,1,1,1
2018-01-19,Male,Victim,1038208,0,1,1
2018-01-19,Male,Victim,1053988,1,1,1
2018-01-19,Male,Victim,1064855,1,1,1
2018-01-20,Female,Subject-Suspect,1031547,1,1,1
2018-01-20,Female,Subject-Suspect,1031856,1,1,1
2018-01-20,Female,Subject-Suspect,1031993,1,1,1
2018-01-20,Female,Subject-Suspect,1032309,0,1,1
2018-01-20,Female,Subject-Suspect,1033556,1,1,1
2018-01-20,Female,Subject-Suspect,1035211,1,1,1
2018-01-20,Female,Victim,1031209,0,1,1
2018-01-20,Female,Victim,1031267,0,0,1
2018-01-20,Female,Victim,1031342,0,1,1
2018-01-20,Female,Victim,1031381,0,0,2
2018-01-20,Female,Victim,1031442,0,1,1
2018-01-20,Female,Victim,1031491,2,2,2
2018-01-20,Female,Victim,1031634,1,2,2
2018-01-20,Female,Victim,1031674,0,0,1
2018-01-20,Female,Victim,1031681,2,2,2
2018-01-20,Female,Victim,1031780,0,0,1
2018-01-20,Female,Victim,1031822,0,1,1
2018-01-20,Female,Victim,1031903,0,0,1
2018-01-20,Female,Victim,1031915,1,1,1
2018-01-20,Female,Victim,1032777,1,1,1
2018-01-20,Female,Victim,1033101,1,1,1
2018-01-20,Female,Victim,1039431,1,1,1
2018-01-20,Male,Subject-Suspect,1031209,1,1,1
2018-01-20,Male,Subject-Suspect,1031215,1,1,1
2018-01-20,Male,Subject-Suspect,1031267,1,1,1
2018-01-20,Male,Subject-Suspect,1031286,2,2,3
2018-01-20,Male,Subject-Suspect,1031290,1,1,1
2018-01-20,Male,Subject-Suspect,1031300,1,1,1
2018-01-20,Male,Subject-Suspect,1031338,1,1,1
2018-01-20,Male,Subject-Suspect,1031342,1,1,1
2018-01-20,Male,Subject-Suspect,1031379,1,1,1
2018-01-20,Male,Subject-Suspect,1031381,0,0,1
2018-01-20,Male,Subject-Suspect,1031386,3,3,3
2018-01-20,Male,Subject-Suspect,1031402,1,1,1
2018-01-20,Male,Subject-Suspect,1031429,1,1,1
2018-01-20,Male,Subject-Suspect,1031431,0,0,1
2018-01-20,Male,Subject-Suspect,1031433,0,0,1
2018-01-20,Male,Subject-Suspect,1031436,1,1,1
2018-01-20,Male,Subject-Suspect,1031444,0,3,3
2018-01-20,Male,Subject-Suspect,1031456,0,1,1
2018-01-20,Male,Subject-Suspect,1031459,0,1,1
2018-01-20,Male,Subject-Suspect,1031491,1,1,1
2018-01-20,Male,Subject-Suspect,1031503,0,0,1
2018-01-20,Male,Subject-Suspect,1031542,0,2,2
2018-01-20,Male,Subject-Suspect,1031567,1,1,1
2018-01-20,Male,Subject-Suspect,1031578,1,1,1
2018-01-20,Male,Subject-Suspect,1031590,3,3,3
2018-01-20,Male,Subject-Suspect,1031600,0,1,1
2018-01-20,Male,Subject-Suspect,1031617,1,1,1
2018-01-20,Male,Subject-Suspect,1031624,0,1,1
2018-01-20,Male,Subject-Suspect,1031634,1,1,1
2018-01-20,Male,Subject-Suspect,1031640,0,2,2
2018-01-20,Male,Subject-Suspect,1031655,0,0,1
2018-01-20,Male,Subject-Suspect,1031672,1,1,1
2018-01-20,Male,Subject-Suspect,1031679,1,1,1
2018-01-20,Male,Subject-Suspect,1031681,0,0,1
2018-01-20,Male,Subject-Suspect,1031688,1,1,1
2018-01-20,Male,Subject-Suspect,1031697,2,2,2
2018-01-20,Male,Subject-Suspect,1031705,0,1,1
2018-01-20,Male,Subject-Suspect,1031707,0,1,1
2018-01-20,Male,Subject-Suspect,1031711,1,1,1
2018-01-20,Male,Subject-Suspect,1031714,0,1,1
2018-01-20,Male,Subject-Suspect,1031728,0,1,1
2018-01-20,Male,Subject-Suspect,1031745,1,1,1
2018-01-20,Male,Subject-Suspect,1031762,2,2,2
2018-01-20,Male,Subject-Suspect,1031764,0,0,3
2018-01-20,Male,Subject-Suspect,1031788,1,1,1
2018-01-20,Male,Subject-Suspect,1031825,0,0,2
2018-01-20,Male,Subject-Suspect,1031833,1,1,1
2018-01-20,Male,Subject-Suspect,1031848,0,0,1
2018-01-20,Male,Subject-Suspect,1031856,2,2,2
2018-01-20,Male,Subject-Suspect,1031891,1,3,3
2018-01-20,Male,Subject-Suspect,1031903,0,0,1
2018-01-20,Male,Subject-Suspect,1031913,2,2,2
2018-01-20,Male,Subject-Suspect,1031915,0,0,1
2018-01-20,Male,Subject-Suspect,1031942,0,1,1
2018-01-20,Male,Subject-Suspect,1031962,2,2,2
2018-01-20,Male,Subject-Suspect,1031998,1,1,1
2018-01-20,Male,Subject-Suspect,1032058,0,1,1
2018-01-20,Male,Subject-Suspect,1032076,1,1,1
2018-01-20,Male,Subject-Suspect,1032078,0,1,1
2018-01-20,Male,Subject-Suspect,1032109,1,1,1
2018-01-20,Male,Subject-Suspect,1032156,1,1,1
2018-01-20,Male,Subject-Suspect,1032161,0,1,1
2018-01-20,Male,Subject-Suspect,1032169,1,1,1
2018-01-20,Male,Subject-Suspect,1032180,1,1,1
2018-01-20,Male,Subject-Suspect,1032195,1,1,1
2018-01-20,Male,Subject-Suspect,1032204,1,1,1
2018-01-20,Male,Subject-Suspect,1032212,0,0,1
2018-01-20,Male,Subject-Suspect,1032265,0,1,1
2018-01-20,Male,Subject-Suspect,1032296,1,1,1
2018-01-20,Male,Subject-Suspect,1032326,1,1,1
2018-01-20,Male,Subject-Suspect,1032370,1,1,1
2018-01-20,Male,Subject-Suspect,1032434,2,2,2
2018-01-20,Male,Subject-Suspect,1032504,0,1,1
2018-01-20,Male,Subject-Suspect,1032526,0,0,1
2018-01-20,Male,Subject-Suspect,1032620,1,1,1
2018-01-20,Male,Subject-Suspect,1032674,0,2,2
2018-01-20,Male,Subject-Suspect,1032715,0,1,1
2018-01-20,Male,Subject-Suspect,1032777,1,1,1
2018-01-20,Male,Subject-Suspect,1032842,1,1,1
2018-01-20,Male,Subject-Suspect,1032894,1,1,1
2018-01-20,Male,Subject-Suspect,1033021,1,1,1
2018-01-20,Male,Subject-Suspect,1033101,1,1,1
2018-01-20,Male,Subject-Suspect,1033130,1,1,1
2018-01-20,Male,Subject-Suspect,1033249,0,2,2
2018-01-20,Male,Subject-Suspect,1033556,0,0,1
2018-01-20,Male,Subject-Suspect,1033583,1,1,1
2018-01-20,Male,Subject-Suspect,1033646,1,1,1
2018-01-20,Male,Subject-Suspect,1033708,1,1,1
2018-01-20,Male,Subject-Suspect,1033856,2,2,2
2018-01-20,Male,Subject-Suspect,1033880,0,2,2
2018-01-20,Male,Subject-Suspect,1033889,1,2,2
2018-01-20,Male,Subject-Suspect,1034794,1,1,1
2018-01-20,Male,Subject-Suspect,1034965,1,1,1
2018-01-20,Male,Subject-Suspect,1035064,2,2,2
2018-01-20,Male,Subject-Suspect,1035067,1,1,1
2018-01-20,Male,Subject-Suspect,1036918,0,0,1
2018-01-20,Male,Subject-Suspect,1036922,0,0,1
2018-01-20,Male,Subject-Suspect,1039597,1,1,1
2018-01-20,Male,Subject-Suspect,1041901,1,1,1
2018-01-20,Male,Subject-Suspect,1046894,1,1,1
2018-01-20,Male,Subject-Suspect,1051223,3,3,3
2018-01-20,Male,Subject-Suspect,1061383,1,1,3
2018-01-20,Male,Subject-Suspect,1067596,1,1,1
2018-01-20,Male,Victim,1031231,1,2,2
2018-01-20,Male,Victim,1031235,1,1,1
2018-01-20,Male,Victim,1031261,1,1,1
2018-01-20,Male,Victim,1031277,0,0,1
2018-01-20,Male,Victim,1031290,0,1,1
2018-01-20,Male,Victim,1031342,1,1,1
2018-01-20,Male,Victim,1031379,1,1,1
2018-01-20,Male,Victim,1031381,0,0,1
2018-01-20,Male,Victim,1031386,1,1,1
2018-01-20,Male,Victim,1031399,1,1,1
2018-01-20,Male,Victim,1031409,1,1,1
2018-01-20,Male,Victim,1031429,1,1,1
2018-01-20,Male,Victim,1031431,1,1,1
2018-01-20,Male,Victim,1031433,1,1,1
2018-01-20,Male,Victim,1031436,1,1,1
2018-01-20,Male,Victim,1031440,1,1,1
2018-01-20,Male,Victim,1031444,1,1,1
2018-01-20,Male,Victim,1031448,0,1,1
2018-01-20,Male,Victim,1031453,1,1,1
2018-01-20,Male,Victim,1031459,0,2,2
2018-01-20,Male,Victim,1031500,1,1,1
2018-01-20,Male,Victim,1031509,1,1,1
2018-01-20,Male,Victim,1031511,1,1,1
2018-01-20,Male,Victim,1031513,1,1,1
2018-01-20,Male,Victim,1031515,0,1,1
2018-01-20,Male,Victim,1031542,1,1,1
2018-01-20,Male,Victim,1031547,1,1,1
2018-01-20,Male,Victim,1031550,1,1,1
2018-01-20,Male,Victim,1031561,1,1,1
2018-01-20,Male,Victim,1031565,0,1,1
2018-01-20,Male,Victim,1031578,1,2,2
2018-01-20,Male,Victim,1031600,0,1,1
2018-01-20,Male,Victim,1031605,1,1,1
2018-01-20,Male,Victim,1031617,1,1,1
2018-01-20,Male,Victim,1031620,1,1,1
2018-01-20,Male,Victim,1031622,1,1,1
2018-01-20,Male,Victim,1031624,0,1,1
2018-01-20,Male,Victim,1031640,0,1,1
2018-01-20,Male,Victim,1031655,0,0,1
2018-01-20,Male,Victim,1031674,1,1,1
2018-01-20,Male,Victim,1031677,1,1,1
2018-01-20,Male,Victim,1031695,1,1,1
2018-01-20,Male,Victim,1031716,0,1,1
2018-01-20,Male,Victim,1031728,1,1,1
2018-01-20,Male,Victim,1031745,1,1,1
2018-01-20,Male,Victim,1031762,1,1,1
2018-01-20,Male,Victim,1031764,1,1,1
2018-01-20,Male,Victim,1031773,0,0,1
2018-01-20,Male,Victim,1031780,0,0,1
2018-01-20,Male,Victim,1031788,1,1,1
2018-01-20,Male,Victim,1031825,1,1,1
2018-01-20,Male,Victim,1031848,1,1,1
2018-01-20,Male,Victim,1031891,1,1,1
2018-01-20,Male,Victim,1031898,1,1,1
2018-01-20,Male,Victim,1031913,1,1,1
2018-01-20,Male,Victim,1031935,0,1,1
2018-01-20,Male,Victim,1031942,1,1,1
2018-01-20,Male,Victim,1031949,1,1,1
2018-01-20,Male,Victim,1031951,1,1,1
2018-01-20,Male,Victim,1031966,0,0,1
2018-01-20,Male,Victim,1031991,1,1,1
2018-01-20,Male,Victim,1031993,1,1,1
2018-01-20,Male,Victim,1032014,0,1,1
2018-01-20,Male,Victim,1032032,1,1,1
2018-01-20,Male,Victim,1032156,1,1,1
2018-01-20,Male,Victim,1032164,1,1,1
2018-01-20,Male,Victim,1032185,1,1,1
2018-01-20,Male,Victim,1032260,0,0,1
2018-01-20,Male,Victim,1032265,1,1,1
2018-01-20,Male,Victim,1032280,0,1,1
2018-01-20,Male,Victim,1032326,1,1,1
2018-01-20,Male,Victim,1032370,2,2,2
2018-01-20,Male,Victim,1032434,1,1,1
2018-01-20,Male,Victim,1032504,1,1,1
2018-01-20,Male,Victim,1032526,0,0,1
2018-01-20,Male,Victim,1032674,0,1,1
2018-01-20,Male,Victim,1032715,1,1,1
2018-01-20,Male,Victim,1032757,1,1,1
2018-01-20,Male,Victim,1032777,2,2,2
2018-01-20,Male,Victim,1032828,1,1,1
2018-01-20,Male,Victim,1032894,1,1,1
2018-01-20,Male,Victim,1033096,0,1,1
2018-01-20,Male,Victim,1033101,1,1,1
2018-01-20,Male,Victim,1033242,1,1,1
2018-01-20,Male,Victim,1033249,1,1,1
2018-01-20,Male,Victim,1033556,1,1,1
2018-01-20,Male,Victim,1033583,1,1,1
2018-01-20,Male,Victim,1033646,0,2,2
2018-01-20,Male,Victim,1033708,0,1,1
2018-01-20,Male,Victim,1033856,1,1,1
2018-01-20,Male,Victim,1033889,2,2,2
2018-01-20,Male,Victim,1034735,1,1,1
2018-01-20,Male,Victim,1034884,1,1,1
2018-01-20,Male,Victim,1034997,1,1,1
2018-01-20,Male,Victim,1035211,0,1,1
2018-01-20,Male,Victim,1035894,1,1,1
2018-01-20,Male,Victim,1036705,0,1,1
2018-01-20,Male,Victim,1037281,1,1,1
2018-01-20,Male,Victim,1039597,0,1,1
2018-01-20,Male,Victim,1041901,1,1,1
2018-01-20,Male,Victim,1046894,1,1,1
2018-01-20,Male,Victim,1061383,1,1,1
2018-01-21,Female,Subject-Suspect,1032131,1,1,1
2018-01-21,Female,Subject-Suspect,1032498,1,1,1
2018-01-21,Female,Subject-Suspect,1032573,1,1,1
2018-01-21,Female,Subject-Suspect,1032919,1,1,1
2018-01-21,Female,Subject-Suspect,1032941,1,1,1
2018-01-21,Female,Subject-Suspect,1033155,0,1,1
2018-01-21,Female,Subject-Suspect,1033625,1,1,1
2018-01-21,Female,Subject-Suspect,1033814,1,1,1
2018-01-21,Female,Subject-Suspect,1034385,1,1,1
2018-01-21,Female,Subject-Suspect,1034840,0,1,1
2018-01-21,Female,Subject-Suspect,1036360,0,1,1
2018-01-21,Female,Subject-Suspect,1037014,1,1,1
2018-01-21,Female,Subject-Suspect,1064686,1,1,1
2018-01-21,Female,Victim,1031851,2,2,2
2018-01-21,Female,Victim,1031883,1,1,1
2018-01-21,Female,Victim,1031906,0,1,1
2018-01-21,Female,Victim,1031910,0,0,1
2018-01-21,Female,Victim,1031922,2,2,2
2018-01-21,Female,Victim,1032036,1,1,1
2018-01-21,Female,Victim,1032049,1,1,1
2018-01-21,Female,Victim,1032146,1,1,1
2018-01-21,Female,Victim,1032171,1,1,1
2018-01-21,Female,Victim,1032193,1,1,1
2018-01-21,Female,Victim,1032252,0,1,1
2018-01-21,Female,Victim,1032270,0,0,1
